id,district,year_built,year_range
way/51720021,Altstadt,1941,1850-1950
way/51720024,Altstadt,1939,1850-1950
way/51772752,Altstadt,1899,1850-1950
way/51772755,Altstadt,1913,1850-1950
way/51772759,Altstadt,1901,1850-1950
way/51772760,Altstadt,1881,1850-1950
way/51772761,Altstadt,1868,1850-1950
way/51772762,Altstadt,1933,1850-1950
way/51772763,Altstadt,1938,1850-1950
way/51774289,Altstadt,1850,1850-1950
way/51774291,Altstadt,1946,1850-1950
way/51774293,Altstadt,1948,1850-1950
way/51774295,Altstadt,1863,1850-1950
way/51774298,Altstadt,1949,1850-1950
way/51774300,Altstadt,1904,1850-1950
way/51799172,Altstadt,1878,1850-1950
way/52161134,Altstadt,1872,1850-1950
way/52161135,Altstadt,1939,1850-1950
way/52161136,Altstadt,1916,1850-1950
way/52161142,Altstadt,1909,1850-1950
way/52336758,Altstadt,1856,1850-1950
way/52336763,Altstadt,1921,1850-1950
way/52336764,Altstadt,1881,1850-1950
way/52336765,Altstadt,1865,1850-1950
way/52336766,Altstadt,1908,1850-1950
way/52442552,Altstadt,1867,1850-1950
way/52442553,Altstadt,1909,1850-1950
way/52442555,Altstadt,1935,1850-1950
way/52442558,Altstadt,1917,1850-1950
way/52442559,Altstadt,1921,1850-1950
way/52442560,Altstadt,1926,1850-1950
way/52442561,Altstadt,1890,1850-1950
way/52442562,Altstadt,1946,1850-1950
way/52442564,Altstadt,1906,1850-1950
way/52451474,Altstadt,1928,1850-1950
way/52451475,Altstadt,1942,1850-1950
way/52451476,Altstadt,1914,1850-1950
way/52451490,Altstadt,1904,1850-1950
way/52451492,Altstadt,1920,1850-1950
way/52451500,Altstadt,1907,1850-1950
way/52451514,Altstadt,1870,1850-1950
way/52451521,Altstadt,1945,1850-1950
way/52513634,Altstadt,1910,1850-1950
way/52686464,Altstadt,1907,1850-1950
way/52686465,Altstadt,1883,1850-1950
way/52686466,Altstadt,1946,1850-1950
way/52686467,Altstadt,1881,1850-1950
way/52686468,Altstadt,1931,1850-1950
way/52686469,Altstadt,1885,1850-1950
way/52686470,Altstadt,1948,1850-1950
way/52686471,Altstadt,1949,1850-1950
way/52686475,Altstadt,1916,1850-1950
way/52686477,Altstadt,1912,1850-1950
way/52686482,Altstadt,1930,1850-1950
way/52686484,Altstadt,1880,1850-1950
way/52686485,Altstadt,1885,1850-1950
way/53272953,Altstadt,1906,1850-1950
way/53272954,Altstadt,1859,1850-1950
way/53272956,Altstadt,1941,1850-1950
way/53272957,Altstadt,1886,1850-1950
way/53272959,Altstadt,1880,1850-1950
way/53272961,Altstadt,1884,1850-1950
way/53272962,Altstadt,1892,1850-1950
way/53272966,Altstadt,1890,1850-1950
way/53272967,Altstadt,1919,1850-1950
way/53277237,Altstadt,1860,1850-1950
way/53353542,Altstadt,1867,1850-1950
way/53353544,Altstadt,1869,1850-1950
way/56320954,Altstadt,1879,1850-1950
way/56320957,Altstadt,1899,1850-1950
way/56320958,Altstadt,1938,1850-1950
way/56760413,Altstadt,1869,1850-1950
way/57783955,Altstadt,1940,1850-1950
way/59869259,Altstadt,1877,1850-1950
way/59869260,Altstadt,1858,1850-1950
way/59914100,Altstadt,1903,1850-1950
way/60358008,Altstadt,1902,1850-1950
way/60729480,Altstadt,1892,1850-1950
way/60794994,Altstadt,1919,1850-1950
way/60794997,Altstadt,1909,1850-1950
way/61845063,Altstadt,1903,1850-1950
way/62116574,Altstadt,1857,1850-1950
way/62116576,Altstadt,1876,1850-1950
way/62116578,Altstadt,1903,1850-1950
way/62116579,Altstadt,1899,1850-1950
way/62116581,Altstadt,1948,1850-1950
way/62116582,Altstadt,1924,1850-1950
way/62307077,Altstadt,1939,1850-1950
way/62307078,Altstadt,1852,1850-1950
way/62307080,Altstadt,1947,1850-1950
way/62307082,Altstadt,1923,1850-1950
way/62307083,Altstadt,1898,1850-1950
way/62307084,Altstadt,1911,1850-1950
way/63205757,Altstadt,1850,1850-1950
way/63205759,Altstadt,1895,1850-1950
way/63566377,Altstadt,1888,1850-1950
way/63566378,Altstadt,1946,1850-1950
way/63566379,Altstadt,1899,1850-1950
way/63566380,Altstadt,1903,1850-1950
way/63566381,Altstadt,1918,1850-1950
way/63566384,Altstadt,1945,1850-1950
way/63566385,Altstadt,1944,1850-1950
way/63566387,Altstadt,1919,1850-1950
way/63566389,Altstadt,1927,1850-1950
way/63574813,Altstadt,1878,1850-1950
way/63577241,Altstadt,1912,1850-1950
way/63577243,Altstadt,1878,1850-1950
way/63577245,Altstadt,1884,1850-1950
way/63577247,Altstadt,1905,1850-1950
way/63577250,Altstadt,1912,1850-1950
way/63578790,Altstadt,1853,1850-1950
way/63589542,Altstadt,1899,1850-1950
way/63589545,Altstadt,1893,1850-1950
way/63589546,Altstadt,1935,1850-1950
way/63596227,Altstadt,1936,1850-1950
way/63596228,Altstadt,1901,1850-1950
way/63596230,Altstadt,1942,1850-1950
way/64046627,Altstadt,1871,1850-1950
way/64046629,Altstadt,1909,1850-1950
way/64046630,Altstadt,1866,1850-1950
way/64046631,Altstadt,1929,1850-1950
way/64046632,Altstadt,1918,1850-1950
way/64046633,Altstadt,1853,1850-1950
way/64046636,Altstadt,1900,1850-1950
way/64046637,Altstadt,1925,1850-1950
way/67805536,Altstadt,1922,1850-1950
way/67805539,Altstadt,1934,1850-1950
way/70169284,Altstadt,1853,1850-1950
way/70169286,Altstadt,1860,1850-1950
way/70169287,Altstadt,1932,1850-1950
way/70169288,Altstadt,1904,1850-1950
way/70169289,Altstadt,1867,1850-1950
way/70169290,Altstadt,1909,1850-1950
way/70169291,Altstadt,1873,1850-1950
way/70169293,Altstadt,1856,1850-1950
way/70169294,Altstadt,1883,1850-1950
way/70169296,Altstadt,1898,1850-1950
way/70169297,Altstadt,1891,1850-1950
way/70169298,Altstadt,1877,1850-1950
way/70169300,Altstadt,1908,1850-1950
way/70169301,Altstadt,1891,1850-1950
way/70169302,Altstadt,1893,1850-1950
way/70169305,Altstadt,1947,1850-1950
way/70169306,Altstadt,1898,1850-1950
way/70216081,Altstadt,1885,1850-1950
way/70216082,Altstadt,1946,1850-1950
way/70216083,Altstadt,1903,1850-1950
way/70216085,Altstadt,1882,1850-1950
way/70216086,Altstadt,1860,1850-1950
way/70216087,Altstadt,1910,1850-1950
way/70216089,Altstadt,1852,1850-1950
way/70216090,Altstadt,1945,1850-1950
way/70216093,Altstadt,1919,1850-1950
way/70216094,Altstadt,1856,1850-1950
way/70216095,Altstadt,1894,1850-1950
way/70586112,Altstadt,1878,1850-1950
way/70684977,Altstadt,1933,1850-1950
way/70684986,Altstadt,1858,1850-1950
way/71336593,Altstadt,1949,1850-1950
way/71338786,Altstadt,1933,1850-1950
way/75896734,Altstadt,1855,1850-1950
way/76090244,Altstadt,1946,1850-1950
way/76090245,Altstadt,1853,1850-1950
way/76090247,Altstadt,1881,1850-1950
way/76090253,Altstadt,1875,1850-1950
way/76090256,Altstadt,1852,1850-1950
way/76090261,Altstadt,1929,1850-1950
way/76168166,Altstadt,1869,1850-1950
way/76168168,Altstadt,1880,1850-1950
way/76168169,Altstadt,1866,1850-1950
way/76168170,Altstadt,1910,1850-1950
way/76168171,Altstadt,1935,1850-1950
way/76168173,Altstadt,1864,1850-1950
way/76168174,Altstadt,1922,1850-1950
way/76168175,Altstadt,1877,1850-1950
way/76168176,Altstadt,1909,1850-1950
way/76348165,Altstadt,1939,1850-1950
way/76348166,Altstadt,1882,1850-1950
way/76348171,Altstadt,1948,1850-1950
way/76348173,Altstadt,1897,1850-1950
way/76348175,Altstadt,1871,1850-1950
way/76348179,Altstadt,1927,1850-1950
way/76348181,Altstadt,1927,1850-1950
way/76348183,Altstadt,1945,1850-1950
way/76348184,Altstadt,1941,1850-1950
way/76348186,Altstadt,1864,1850-1950
way/76348188,Altstadt,1949,1850-1950
way/76348189,Altstadt,1870,1850-1950
way/76348194,Altstadt,1889,1850-1950
way/76348200,Altstadt,1863,1850-1950
way/76476083,Altstadt,1924,1850-1950
way/76476090,Altstadt,1853,1850-1950
way/76476093,Altstadt,1889,1850-1950
way/76476096,Altstadt,1923,1850-1950
way/76476103,Altstadt,1936,1850-1950
way/76476106,Altstadt,1898,1850-1950
way/76476109,Altstadt,1900,1850-1950
way/76476114,Altstadt,1941,1850-1950
way/76476117,Altstadt,1875,1850-1950
way/76476126,Altstadt,1859,1850-1950
way/76476132,Altstadt,1925,1850-1950
way/76476138,Altstadt,1938,1850-1950
way/76476143,Altstadt,1930,1850-1950
way/76476154,Altstadt,1881,1850-1950
way/76476164,Altstadt,1863,1850-1950
way/76476166,Altstadt,1939,1850-1950
way/76476174,Altstadt,1948,1850-1950
way/76476184,Altstadt,1888,1850-1950
way/76476188,Altstadt,1937,1850-1950
way/76476194,Altstadt,1926,1850-1950
way/76812031,Altstadt,1865,1850-1950
way/76812032,Altstadt,1922,1850-1950
way/76812034,Altstadt,1950,1850-1950
way/76812035,Altstadt,1855,1850-1950
way/76812036,Altstadt,1894,1850-1950
way/76812037,Altstadt,1918,1850-1950
way/76812038,Altstadt,1904,1850-1950
way/76812039,Altstadt,1934,1850-1950
way/76840811,Altstadt,1897,1850-1950
way/78163428,Altstadt,1858,1850-1950
way/78163430,Altstadt,1914,1850-1950
way/78163438,Altstadt,1932,1850-1950
way/78163447,Altstadt,1893,1850-1950
way/78163450,Altstadt,1851,1850-1950
way/78163451,Altstadt,1903,1850-1950
way/78163456,Altstadt,1912,1850-1950
way/78163458,Altstadt,1863,1850-1950
way/78163460,Altstadt,1905,1850-1950
way/78163466,Altstadt,1896,1850-1950
way/78164398,Altstadt,1931,1850-1950
way/78164399,Altstadt,1908,1850-1950
way/78164402,Altstadt,1940,1850-1950
way/79592098,Altstadt,1869,1850-1950
way/79592103,Altstadt,1905,1850-1950
way/80579996,Altstadt,1872,1850-1950
way/80579998,Altstadt,1943,1850-1950
way/81163741,Altstadt,1916,1850-1950
way/81163742,Altstadt,1933,1850-1950
way/81163743,Altstadt,1884,1850-1950
way/81163744,Altstadt,1928,1850-1950
way/81163745,Altstadt,1918,1850-1950
way/81163746,Altstadt,1949,1850-1950
way/81163747,Altstadt,1911,1850-1950
way/81163748,Altstadt,1909,1850-1950
way/81163750,Altstadt,1905,1850-1950
way/81163751,Altstadt,1943,1850-1950
way/81163753,Altstadt,1925,1850-1950
way/81163754,Altstadt,1884,1850-1950
way/81163756,Altstadt,1891,1850-1950
way/81163757,Altstadt,1881,1850-1950
way/81163758,Altstadt,1861,1850-1950
way/81397170,Altstadt,1885,1850-1950
way/81397172,Altstadt,1907,1850-1950
way/81397173,Altstadt,1881,1850-1950
way/81397174,Altstadt,1946,1850-1950
way/81397175,Altstadt,1909,1850-1950
way/81397176,Altstadt,1922,1850-1950
way/81397179,Altstadt,1928,1850-1950
way/81397180,Altstadt,1935,1850-1950
way/81397182,Altstadt,1898,1850-1950
way/81575055,Altstadt,1893,1850-1950
way/81575061,Altstadt,1853,1850-1950
way/82103239,Altstadt,1913,1850-1950
way/82103242,Altstadt,1891,1850-1950
way/82103243,Altstadt,1873,1850-1950
way/82103245,Altstadt,1912,1850-1950
way/82103247,Altstadt,1877,1850-1950
way/82103248,Altstadt,1895,1850-1950
way/82103249,Altstadt,1883,1850-1950
way/82103251,Altstadt,1893,1850-1950
way/82103252,Altstadt,1885,1850-1950
way/82103253,Altstadt,1926,1850-1950
way/82103255,Altstadt,1939,1850-1950
way/82103256,Altstadt,1885,1850-1950
way/82103259,Altstadt,1921,1850-1950
way/82103261,Altstadt,1851,1850-1950
way/82103265,Altstadt,1916,1850-1950
way/82103267,Altstadt,1874,1850-1950
way/82103268,Altstadt,1860,1850-1950
way/82103269,Altstadt,1880,1850-1950
way/82103270,Altstadt,1942,1850-1950
way/82115060,Altstadt,1902,1850-1950
way/82115062,Altstadt,1912,1850-1950
way/82115067,Altstadt,1921,1850-1950
way/82115069,Altstadt,1947,1850-1950
way/82115072,Altstadt,1880,1850-1950
way/82115077,Altstadt,1938,1850-1950
way/82115078,Altstadt,1910,1850-1950
way/82115082,Altstadt,1932,1850-1950
way/82115084,Altstadt,1941,1850-1950
way/82115097,Altstadt,1912,1850-1950
way/82115111,Altstadt,1907,1850-1950
way/82115113,Altstadt,1852,1850-1950
way/82115119,Altstadt,1861,1850-1950
way/82115128,Altstadt,1887,1850-1950
way/82115136,Altstadt,1878,1850-1950
way/82115139,Altstadt,1901,1850-1950
way/82115143,Altstadt,1938,1850-1950
way/82889436,Altstadt,1881,1850-1950
way/82889438,Altstadt,1889,1850-1950
way/83202792,Altstadt,1934,1850-1950
way/83703641,Altstadt,1924,1850-1950
way/85414281,Altstadt,1897,1850-1950
way/85416640,Altstadt,1910,1850-1950
way/85416641,Altstadt,1920,1850-1950
way/85416642,Altstadt,1917,1850-1950
way/85416925,Altstadt,1894,1850-1950
way/85416926,Altstadt,1904,1850-1950
way/85416929,Altstadt,1945,1850-1950
way/85416931,Altstadt,1920,1850-1950
way/85416933,Altstadt,1892,1850-1950
way/85416935,Altstadt,1895,1850-1950
way/85417309,Altstadt,1939,1850-1950
way/85417484,Altstadt,1908,1850-1950
way/85417489,Altstadt,1884,1850-1950
way/85470307,Altstadt,1889,1850-1950
way/85470310,Altstadt,1882,1850-1950
way/85470312,Altstadt,1879,1850-1950
way/85470314,Altstadt,1865,1850-1950
way/85470316,Altstadt,1942,1850-1950
way/85470318,Altstadt,1874,1850-1950
way/85470319,Altstadt,1890,1850-1950
way/85470320,Altstadt,1865,1850-1950
way/85470321,Altstadt,1945,1850-1950
way/85470322,Altstadt,1918,1850-1950
way/85470323,Altstadt,1947,1850-1950
way/85470324,Altstadt,1938,1850-1950
way/85470325,Altstadt,1873,1850-1950
way/85588578,Altstadt,1874,1850-1950
way/85588579,Altstadt,1877,1850-1950
way/85588581,Altstadt,1944,1850-1950
way/85588582,Altstadt,1911,1850-1950
way/85588583,Altstadt,1885,1850-1950
way/85588584,Altstadt,1942,1850-1950
way/85588585,Altstadt,1925,1850-1950
way/85588586,Altstadt,1947,1850-1950
way/85660387,Altstadt,1917,1850-1950
way/85660388,Altstadt,1926,1850-1950
way/85660390,Altstadt,1886,1850-1950
way/85660396,Altstadt,1862,1850-1950
way/85660397,Altstadt,1874,1850-1950
way/85660398,Altstadt,1887,1850-1950
way/85660399,Altstadt,1879,1850-1950
way/85660400,Altstadt,1896,1850-1950
way/85660401,Altstadt,1872,1850-1950
way/85845191,Altstadt,1888,1850-1950
way/85845194,Altstadt,1851,1850-1950
way/85845195,Altstadt,1940,1850-1950
way/85845196,Altstadt,1918,1850-1950
way/85845201,Altstadt,1866,1850-1950
way/85845202,Altstadt,1885,1850-1950
way/85845203,Altstadt,1855,1850-1950
way/86128551,Altstadt,1856,1850-1950
way/86128554,Altstadt,1920,1850-1950
way/86128557,Altstadt,1887,1850-1950
way/86128558,Altstadt,1939,1850-1950
way/86415632,Altstadt,1866,1850-1950
way/86415633,Altstadt,1931,1850-1950
way/86415634,Altstadt,1946,1850-1950
way/86415635,Altstadt,1912,1850-1950
way/86415637,Altstadt,1863,1850-1950
way/86415639,Altstadt,1851,1850-1950
way/86415849,Altstadt,1923,1850-1950
way/86415851,Altstadt,1886,1850-1950
way/86415853,Altstadt,1910,1850-1950
way/86415854,Altstadt,1911,1850-1950
way/86415858,Altstadt,1906,1850-1950
way/86415859,Altstadt,1893,1850-1950
way/86415861,Altstadt,1873,1850-1950
way/86415862,Altstadt,1856,1850-1950
way/86415863,Altstadt,1882,1850-1950
way/86415864,Altstadt,1911,1850-1950
way/86998008,Altstadt,1864,1850-1950
way/86998012,Altstadt,1858,1850-1950
way/86998019,Altstadt,1901,1850-1950
way/86998020,Altstadt,1912,1850-1950
way/86998026,Altstadt,1859,1850-1950
way/86998028,Altstadt,1923,1850-1950
way/86998031,Altstadt,1930,1850-1950
way/86998034,Altstadt,1937,1850-1950
way/86998038,Altstadt,1856,1850-1950
way/86998045,Altstadt,1869,1850-1950
way/86998046,Altstadt,1869,1850-1950
way/86998047,Altstadt,1922,1850-1950
way/86998049,Altstadt,1888,1850-1950
way/86998051,Altstadt,1860,1850-1950
way/86998054,Altstadt,1881,1850-1950
way/86998061,Altstadt,1865,1850-1950
way/86998063,Altstadt,1921,1850-1950
way/87277461,Altstadt,1947,1850-1950
way/87277462,Altstadt,1903,1850-1950
way/87277463,Altstadt,1927,1850-1950
way/87277465,Altstadt,1926,1850-1950
way/87277467,Altstadt,1929,1850-1950
way/87277468,Altstadt,1878,1850-1950
way/87277470,Altstadt,1949,1850-1950
way/87277472,Altstadt,1916,1850-1950
way/87277475,Altstadt,1898,1850-1950
way/87277478,Altstadt,1907,1850-1950
way/87277480,Altstadt,1906,1850-1950
way/87277482,Altstadt,1888,1850-1950
way/87632442,Altstadt,1925,1850-1950
way/87632444,Altstadt,1904,1850-1950
way/87632447,Altstadt,1889,1850-1950
way/87632449,Altstadt,1922,1850-1950
way/87632451,Altstadt,1929,1850-1950
way/87632454,Altstadt,1857,1850-1950
way/87632456,Altstadt,1928,1850-1950
way/87632459,Altstadt,1944,1850-1950
way/87632461,Altstadt,1862,1850-1950
way/87632468,Altstadt,1947,1850-1950
way/87632474,Altstadt,1876,1850-1950
way/87632477,Altstadt,1930,1850-1950
way/87632478,Altstadt,1877,1850-1950
way/87632483,Altstadt,1883,1850-1950
way/87632486,Altstadt,1934,1850-1950
way/87632491,Altstadt,1860,1850-1950
way/87632493,Altstadt,1870,1850-1950
way/87632497,Altstadt,1880,1850-1950
way/87632504,Altstadt,1872,1850-1950
way/87632506,Altstadt,1920,1850-1950
way/87632511,Altstadt,1859,1850-1950
way/87632513,Altstadt,1870,1850-1950
way/87632517,Altstadt,1850,1850-1950
way/87632519,Altstadt,1902,1850-1950
way/87632522,Altstadt,1907,1850-1950
way/87632525,Altstadt,1938,1850-1950
way/87787169,Altstadt,1926,1850-1950
way/87787170,Altstadt,1910,1850-1950
way/87787171,Altstadt,1887,1850-1950
way/87787173,Altstadt,1854,1850-1950
way/87787174,Altstadt,1879,1850-1950
way/87787175,Altstadt,1886,1850-1950
way/87787176,Altstadt,1940,1850-1950
way/87787177,Altstadt,1886,1850-1950
way/88338264,Altstadt,1939,1850-1950
way/88338266,Altstadt,1908,1850-1950
way/88388930,Altstadt,1859,1850-1950
way/88388933,Altstadt,1937,1850-1950
way/88433645,Altstadt,1879,1850-1950
way/88433654,Altstadt,1883,1850-1950
way/88433673,Altstadt,1950,1850-1950
way/88433680,Altstadt,1930,1850-1950
way/88433684,Altstadt,1925,1850-1950
way/88437533,Altstadt,1934,1850-1950
way/88675463,Altstadt,1875,1850-1950
way/88679035,Altstadt,1904,1850-1950
way/88679036,Altstadt,1864,1850-1950
way/88679037,Altstadt,1919,1850-1950
way/88679038,Altstadt,1878,1850-1950
way/88679039,Altstadt,1932,1850-1950
way/88679041,Altstadt,1869,1850-1950
way/88679044,Altstadt,1884,1850-1950
way/88680002,Altstadt,1868,1850-1950
way/88680004,Altstadt,1859,1850-1950
way/88680953,Altstadt,1857,1850-1950
way/88680954,Altstadt,1871,1850-1950
way/88680959,Altstadt,1889,1850-1950
way/89370084,Altstadt,1926,1850-1950
way/89705911,Altstadt,1945,1850-1950
way/89705912,Altstadt,1922,1850-1950
way/89705915,Altstadt,1886,1850-1950
way/89705917,Altstadt,1906,1850-1950
way/89705918,Altstadt,1865,1850-1950
way/89706661,Altstadt,1909,1850-1950
way/89706675,Altstadt,1938,1850-1950
way/89707147,Altstadt,1888,1850-1950
way/89707149,Altstadt,1939,1850-1950
way/89707431,Altstadt,1901,1850-1950
way/89707432,Altstadt,1884,1850-1950
way/89707436,Altstadt,1914,1850-1950
way/90465382,Altstadt,1919,1850-1950
way/90465388,Altstadt,1913,1850-1950
way/90465397,Altstadt,1906,1850-1950
way/90465402,Altstadt,1860,1850-1950
way/90465410,Altstadt,1926,1850-1950
way/90465425,Altstadt,1855,1850-1950
way/90659694,Altstadt,1905,1850-1950
way/90878602,Altstadt,1944,1850-1950
way/90878607,Altstadt,1891,1850-1950
way/90878611,Altstadt,1927,1850-1950
way/90878614,Altstadt,1882,1850-1950
way/90878620,Altstadt,1853,1850-1950
way/90878630,Altstadt,1861,1850-1950
way/90878632,Altstadt,1879,1850-1950
way/90878637,Altstadt,1936,1850-1950
way/90878641,Altstadt,1923,1850-1950
way/90878648,Altstadt,1925,1850-1950
way/90878651,Altstadt,1852,1850-1950
way/90878656,Altstadt,1947,1850-1950
way/90878659,Altstadt,1936,1850-1950
way/90878664,Altstadt,1884,1850-1950
way/90878669,Altstadt,1923,1850-1950
way/90878681,Altstadt,1855,1850-1950
way/90878684,Altstadt,1947,1850-1950
way/90878689,Altstadt,1946,1850-1950
way/90878690,Altstadt,1872,1850-1950
way/90878693,Altstadt,1910,1850-1950
way/90878695,Altstadt,1916,1850-1950
way/90878698,Altstadt,1933,1850-1950
way/90973309,Altstadt,1906,1850-1950
way/90973310,Altstadt,1885,1850-1950
way/90973313,Altstadt,1873,1850-1950
way/90973316,Altstadt,1924,1850-1950
way/90973318,Altstadt,1905,1850-1950
way/90973319,Altstadt,1931,1850-1950
way/90973320,Altstadt,1912,1850-1950
way/90973323,Altstadt,1861,1850-1950
way/90973324,Altstadt,1910,1850-1950
way/90973328,Altstadt,1894,1850-1950
way/90973334,Altstadt,1902,1850-1950
way/90973336,Altstadt,1892,1850-1950
way/90977781,Altstadt,1891,1850-1950
way/90977782,Altstadt,1935,1850-1950
way/90977786,Altstadt,1863,1850-1950
way/90977790,Altstadt,1870,1850-1950
way/90977793,Altstadt,1892,1850-1950
way/90997630,Altstadt,1902,1850-1950
way/90997631,Altstadt,1938,1850-1950
